sub_cat_name,page,condition,listing_name,listing_price,listing_url,listing_region,listing_locality,listing_lat,listing_lon
อุปกรณ์เกี่ยวกับสุขภาพ,17,2,เครื่องบำบัดผิวหน้าด้วยแสง,450,https://www.kaidee.com/product-344542403,เพชรบุรี,ท่ายาง,12.9733333,99.8877778
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,พร้อมส่ง สินค้ามีจำนวนจำกัด หน้ากาก n95 รุ่น 9501+ กันฝุ่น pm2.5 (1 กล่องมี 50 ชิ้น),75,https://www.kaidee.com/product-344795088,กรุงเทพมหานคร,บางคอแหลม,13.6954096,100.5127381
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,หมอยางพารา​คุณภาพยางดีที่สุดในโลก,1550,https://www.kaidee.com/product-344794977,กรุงเทพมหานคร,ลาดกระบัง,13.7233333,100.7841667
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,หน้ากากอนามัย 3m,50,https://www.kaidee.com/product-344794785,กรุงเทพมหานคร,พญาไท,13.78,100.5427778
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,หน้ากากอนามัยกันฝุ่น pm2.5ของพร้อมส่ง,250,https://www.kaidee.com/product-344792973,กรุงเทพมหานคร,ลาดกระบัง,13.7233333,100.7841667
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,แผ่นรองซับ อัน อัน an an (ถูกที่สุดใน 3 โลก),500,https://www.kaidee.com/product-344792059,กรุงเทพมหานคร,จตุจักร,13.8361545,100.5633676
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,ไลฟ์รี่ แผ่นเสริมซึมซับ ของแท้  แบบกลางวัน  (ถูกที่สุดใน 3 โลก),1400,https://www.kaidee.com/product-344791802,กรุงเทพมหานคร,จตุจักร,13.8361545,100.5633676
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,หน้ากากอนามัย n95 ,100,https://www.kaidee.com/product-344790834,กรุงเทพมหานคร,ดอนเมือง,13.9136111,100.5897222
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,pitta mask หน้ากากป้องกันฝุ่นผู้ใหญ่ ,150,https://www.kaidee.com/product-344790642,นนทบุรี,บางกรวย,13.805,100.4727778
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,หน้ากากอนามัย,50,https://www.kaidee.com/product-344790329,กรุงเทพมหานคร,บางกะปิ,13.7658333,100.6477778
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,หน้ากากอนามัยป้องกันฝุ่นเทียบเท่า n95,70,https://www.kaidee.com/product-344742600,ปทุมธานี,ธัญบุรี,14.0211111,100.7344444
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,หน้ากากกันฝุ่น แบบ3m(ไต้หวัน),8,https://www.kaidee.com/product-344789501,กรุงเทพมหานคร,ทุ่งครุ,13.6332855,100.4958678
อุปกรณ์เกี่ยวกับสุขภาพ,18,1,เข็มขัด แก้หลังค่อม ปรับไหล่ แก้บุคลิค,250,https://www.kaidee.com/product-127928709,กรุงเทพมหานคร,ทวีวัฒนา,13.7879255,100.3633769
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,เครื่องออกกำลังกาย ใช้งานได้ปกติ,19000,https://www.kaidee.com/product-344489609,เพชรบูรณ์,เมืองเพชรบูรณ์,16.4430556,101.1491667
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,ขายเตียงผู้ป่วยมือสอง เตียง 2 ไกร สภาพใหม่ และ ที่นอนลม (สภาพใหม่ ใช้งานน้อย),14000,https://www.kaidee.com/product-344489241,กรุงเทพมหานคร,หนองจอก,13.8557281,100.8625714
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,เครื่องชั่งน้าหนักtanita,500,https://www.kaidee.com/product-344536939,กาญจนบุรี,ท่าม่วง,13.9666667,99.6386111
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,เครื่องนวดเท้าและขา rester รุ่น idelight rt1889,13000,https://www.kaidee.com/product-344536492,นนทบุรี,เมืองนนทบุรี,13.8622222,100.5133333
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,เครื่องนวด ,299,https://www.kaidee.com/product-344533676,สมุทรปราการ,เมืองสมุทรปราการ,13.5699534,100.6421799
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,เครื่องนวดosim,7000,https://www.kaidee.com/product-344484166,สระบุรี,หนองแค,14.3391667,100.8616667
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,วีลแชร์ matsunaga japan ,2500,https://www.kaidee.com/product-344530127,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,บรรไดขึ้นเตียง,1200,https://www.kaidee.com/product-344529776,นนทบุรี,บางบัวทอง,13.9686111,100.4055556
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,เตียงกายภาพ,5000,https://www.kaidee.com/product-344529645,นนทบุรี,บางบัวทอง,13.9686111,100.4055556
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,สัญญา fitness first,2305,https://www.kaidee.com/product-344481045,กรุงเทพมหานคร,พญาไท,13.78,100.5427778
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,ที่ม้วนผม,200,https://www.kaidee.com/product-344527185,นนทบุรี,บางบัวทอง,13.9686111,100.4055556
อุปกรณ์เกี่ยวกับสุขภาพ,18,2,สายพยุงไหล่,120,https://www.kaidee.com/product-344527157,นนทบุรี,บางบัวทอง,13.9686111,100.4055556
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,เครื่องกรองน้ำ​ espring​มือ1,21900,https://www.kaidee.com/product-344788681,กรุงเทพมหานคร,บางซื่อ,13.8097222,100.5372222
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,หน้ากากอนามัย 3d mask จากไต้หวัน (กรองฝุ่น 2.8pm),59,https://www.kaidee.com/product-344787126,กรุงเทพมหานคร,บางแค,13.7056613,100.4059456
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,หน้ากากอนามัย 3d mask จากไต้หวัน (กรองฝุ่น 2.8pm),59,https://www.kaidee.com/product-344786985,กรุงเทพมหานคร,บางแค,13.7056613,100.4059456
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,หน้ากากอนามัย ป้องกันฝุ่นpm 2.5,299,https://www.kaidee.com/product-344741302,กรุงเทพมหานคร,บางรัก,13.7308333,100.5241667
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,หน้ากากn95,50,https://www.kaidee.com/product-344785983,กรุงเทพมหานคร,บางนา,13.6672222,100.6419444
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,ไม้เท้าพับได้มีไฟ,300,https://www.kaidee.com/product-344785184,นนทบุรี,บางกรวย,13.805,100.4727778
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,(พร้อมส่งค่ะ) หน้ากากกันฝุ่นละออง n95 ประสิทธิภาพการกรองไม่น้อยกว่า 95เปอร์เซ็น มาตรฐาน usa,900,https://www.kaidee.com/product-344738765,กรุงเทพมหานคร,ดินแดง,13.7697222,100.5527778
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,ซื้อ 1แถม 1 สเปรย์ปรับอากาศ สเปรย์ฆ่าเชื้อ กำจัด เชื้อโรค น้ำยาฆ่าเชื้อ สเปรย์ดับกลิ่น ทำความสะอาดบ้าน,799,https://www.kaidee.com/product-344720376,กรุงเทพมหานคร,ปทุมวัน,13.7366667,100.5233333
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,เครื่องกรองอากาศ bios life air (โปรโมชั่น),16000,https://www.kaidee.com/product-344737570,กรุงเทพมหานคร,บางกอกน้อย,13.7659225,100.4677576
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,เสื่อโยคะ,300,https://www.kaidee.com/product-344736451,กรุงเทพมหานคร,สายไหม,13.9008718,100.6534443
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,หน้ากากอนามัย กรองฝุ่นและเชื้อโรค ,50,https://www.kaidee.com/product-344735599,กรุงเทพมหานคร,ห้วยขวาง,13.7725259,100.5802503
อุปกรณ์เกี่ยวกับสุขภาพ,19,1,พร้อมส่ง หน้ากากกันฝุ่น ควัน pm 2.5 รุ่น premium จากญี่ปุ่น แพค 5 ชิ้น,240,https://www.kaidee.com/product-344735692,กรุงเทพมหานคร,จตุจักร,13.8361545,100.5633676
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,วิวแชร์,2000,https://www.kaidee.com/product-344478804,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,เครื่องนวดเท้ายี่ห้อosim ใหม่มากๆๆๆ,18500,https://www.kaidee.com/product-344473436,สมุทรสงคราม,เมืองสมุทรสงคราม,13.4138889,100.0033333
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,ผ้าอนามัย โมเดส 16 ชิ้น มีปีก ขายยกลัง 1 กล่องมี 12 ถุง,350,https://www.kaidee.com/product-344470696,กรุงเทพมหานคร,จตุจักร,13.8361545,100.5633676
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,วีลแชร์ matsunaga รุ่น ar 311 japan ,2900,https://www.kaidee.com/product-344520990,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,วีลแชร์ผู้สูงอายุ,2000,https://www.kaidee.com/product-343785497,กรุงเทพมหานคร,พญาไท,13.78,100.5427778
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,จักรยานออกกำลังกาย,4900,https://www.kaidee.com/product-344462696,กรุงเทพมหานคร,ลาดกระบัง,13.7233333,100.7841667
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,เตียงผู้ป่วยและคนชรา,10000,https://www.kaidee.com/product-344509869,กรุงเทพมหานคร,บึงกุ่ม,13.7852778,100.6691667
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,sport jump เชือกกระโดด,50,https://www.kaidee.com/product-344507522,กรุงเทพมหานคร,ประเวศ,13.7169444,100.6944444
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,ตู้อบสมุนไพร,1500,https://www.kaidee.com/product-344506970,นครปฐม,ดอนตูม,13.9605556,100.0813889
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,วีลแชร์อะลูมิเนียม kawamura japan ,2000,https://www.kaidee.com/product-344502453,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,วีลแชร์มือสองญี่ปุ่น,2500,https://www.kaidee.com/product-344499135,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,19,2,เตียงผู้ป่วย และ อุปกรณ์ มือสอง,16500,https://www.kaidee.com/product-344499047,กรุงเทพมหานคร,บางเขน,13.8738889,100.5963889
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากากอนามัย,190,https://www.kaidee.com/product-344734673,กรุงเทพมหานคร,ประเวศ,13.7169444,100.6944444
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากาก 3m 8210 n95,600,https://www.kaidee.com/product-344734075,ระยอง,บ้านฉาง,12.7283333,101.0663889
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากากฟอกอากาศ green gardent tg 20,169,https://www.kaidee.com/product-344734008,กรุงเทพมหานคร,ดอนเมือง,13.9136111,100.5897222
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หม้อต้มกาแฟสด ส่งฟรี,200,https://www.kaidee.com/product-344733439,กรุงเทพมหานคร,คลองสาน,13.7198235,100.503271155
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,เตียงกายภาพแบบเตี้ย หรือ สูง ถูกสุดในตลาด,9000,https://www.kaidee.com/product-343604942,กรุงเทพมหานคร,ดอนเมือง,13.9136111,100.5897222
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,สายรัดไส้เลื่อนยี้ห้อ barrere ผลิตที่ออสเตรเลีย,6565,https://www.kaidee.com/product-344778207,กรุงเทพมหานคร,จตุจักร,13.8361545,100.5633676
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากากอนามัย n95 - pm2.5,45,https://www.kaidee.com/product-344777718,กรุงเทพมหานคร,บางเขน,13.8738889,100.5963889
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากาก pm 2.5 แบบซักได้ ,50,https://www.kaidee.com/product-344775759,กรุงเทพมหานคร,พญาไท,13.7798237,100.5427146
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากากกันฝุ่น 3m particulate respirator 8210 ของเเท้,35,https://www.kaidee.com/product-344727728,กรุงเทพมหานคร,คลองสามวา,13.8597222,100.7041667
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากากอนามันpm2.5,25,https://www.kaidee.com/product-344774321,กรุงเทพมหานคร,พญาไท,13.78,100.5427778
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,หน้ากากกันฝุ่น n95 ยี่ห้อ 3m,65,https://www.kaidee.com/product-344725149,กรุงเทพมหานคร,ทวีวัฒนา,13.7886111,100.3341667
อุปกรณ์เกี่ยวกับสุขภาพ,20,1,เครื่องหอกอากาศสำหรับในบ้านและรถยนต์,750,https://www.kaidee.com/product-344772501,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,เก้าอี้นวดamaxรุ่นtop,15900,https://www.kaidee.com/product-344495070,กรุงเทพมหานคร,บางเขน,13.8738889,100.5963889
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,เครื่องอินฟาเรสอบกระชับภายใน,6000,https://www.kaidee.com/product-344492678,กรุงเทพมหานคร,คลองสามวา,13.8597222,100.7041667
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,บอลออกกำลังกาย โบซูบอล bosu ball,1150,https://www.kaidee.com/product-344491825,นนทบุรี,บางใหญ่,13.8766667,100.4038889
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,เครื่องนวดเท้าไฟฟ้า amaxs,7000,https://www.kaidee.com/product-344440592,สมุทรปราการ,บางพลี,13.6058333,100.7061111
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,ถังออกซิเจนพร้อมรถเข็นมีเกจวัด,3400,https://www.kaidee.com/product-344435732,กรุงเทพมหานคร,พระโขนง,13.7022222,100.6016667
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,สัญญาvirgin active ค่าโอนสัญญาฟรี,1551,https://www.kaidee.com/product-344440323,กรุงเทพมหานคร,ราชเทวี,13.7588889,100.5344444
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,เครื่องนวดเท้า แอปเปิ้ล,3900,https://www.kaidee.com/product-344488308,กรุงเทพมหานคร,ประเวศ,13.7169444,100.6944444
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,เบาะนวดไฟฟ้าamas,5000,https://www.kaidee.com/product-344488228,กรุงเทพมหานคร,ประเวศ,13.7169444,100.6944444
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,หมอน เมมโมรี่โฟม และมีแผ่นเจล นอนแล้วเย็นสบาย ของใหม่มาก เพิ่งซื้อจาก ห้างเซ็นทรัล แจ้งวัฒนะ,900,https://www.kaidee.com/product-343513577,นนทบุรี,บางบัวทอง,13.9686111,100.4055556
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,nu  skin body spa,2500,https://www.kaidee.com/product-344484037,เชียงใหม่,สันป่าตอง,18.6286111,98.8955556
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,เครื่องโอโซน,1500,https://www.kaidee.com/product-344433086,เชียงใหม่,หางดง,18.6869444,98.9188889
อุปกรณ์เกี่ยวกับสุขภาพ,20,2,เครื่องนวดไฟฟ้า smlie,2300,https://www.kaidee.com/product-344428685,เพชรบุรี,บ้านแหลม,13.2005556,99.9802778
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,หน้ากากกันฝุ่น n95 ,35,https://www.kaidee.com/product-344724837,ชลบุรี,เมืองชลบุรี,13.3618162,100.9797018
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,หน้ากาก. n95. ,65,https://www.kaidee.com/product-344724735,ชลบุรี,เมืองชลบุรี,13.3619444,100.9791667
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,ขายmask หน้ากากอนามัย made in japan,270,https://www.kaidee.com/product-344723831,กรุงเทพมหานคร,บางเขน,13.8738889,100.5963889
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,qsenior rollator รถช่วยหัดเดิน model 44l  ใช้เพื่อช่วยเดิน พยุงเดิน เหมาะกับ ผู้สุงอายุ ผู้ป่วย 020,3100,https://www.kaidee.com/product-117869644,กรุงเทพมหานคร,บางนา,13.6675362,100.6419331
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,หน้ากาก3m 8822,60,https://www.kaidee.com/product-344723382,กรุงเทพมหานคร,ราชเทวี,13.7588889,100.5344444
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,ผ้าอนามัยสมุนไพร,110,https://www.kaidee.com/product-344723006,ขอนแก่น,เมืองขอนแก่น,16.4383333,102.8388889
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,ช่อดอกกุหลาบ​วาเลนไทน์​2019,450,https://www.kaidee.com/product-344722865,กรุงเทพมหานคร,บางกอกน้อย,13.7659225,100.4677576
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,หน้ากาก3m p1 เทียบเท่า n95 กันฝุ่น pm2.5,40,https://www.kaidee.com/product-344770009,กรุงเทพมหานคร,บางนา,13.6672222,100.6419444
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,หน้ากากอนามัย3m r95 4ชิ้นฟรี1ชิ้น 10ชิ้น1099.-,150,https://www.kaidee.com/product-344720919,นนทบุรี,เมืองนนทบุรี,13.8622222,100.5133333
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,หน้ากาก n95 ของ 3m รุ่น 8110s made in usa,40,https://www.kaidee.com/product-344768242,นนทบุรี,ปากเกร็ด,13.9125,100.4983333
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,อุปกรณ์ปั่นต้นอ่อนข้าวสาลีอ่อน,2500,https://www.kaidee.com/product-344719302,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย,13.7580556,100.5130556
อุปกรณ์เกี่ยวกับสุขภาพ,21,1,หน้ากาก 3m,69,https://www.kaidee.com/product-344765825,กรุงเทพมหานคร,จอมทอง,13.6772222,100.4847222
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,ชุดกระชับสัดส่วน zuile,590,https://www.kaidee.com/product-344427145,กรุงเทพมหานคร,บางกะปิ,13.7658333,100.6477778
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,วีลแชร์ kawamura รุ่น a200b japan ,2000,https://www.kaidee.com/product-344477198,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,วีลแชร์อะลูมิเนียมญี่ปุ่น,2500,https://www.kaidee.com/product-344473267,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,เครื่องยืดหลัง​ ยืดกระดูก,4000,https://www.kaidee.com/product-344470511,นนทบุรี,บางบัวทอง,13.9686111,100.4055556
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,เครื่องนวดแบบเป้ มือสอง,999,https://www.kaidee.com/product-344422390,พิจิตร,เมืองพิจิตร,16.4112228,100.3474169
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,วีลแชร์ matsunaga รุ่น ar 211b japan ,2900,https://www.kaidee.com/product-344474900,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,เครื่องสปาหน้าเด็ก นูสกิน,7000,https://www.kaidee.com/product-344463077,นครปฐม,บางเลน,14.0216667,100.1655556
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,ผ้าห่ม,100,https://www.kaidee.com/product-344409809,กรุงเทพมหานคร,หนองแขม,13.7047222,100.3488889
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,ฐานนวดฝ่าเท้า,299,https://www.kaidee.com/product-344405487,กรุงเทพมหานคร,คลองเตย,13.7135918,100.5748772
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,ขายโอนสิทธิ์ fitness first 2 สิทธิ์ แยกรับได้,2305,https://www.kaidee.com/product-344404002,ปทุมธานี,ลำลูกกา,13.9325,100.7494444
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,วีลแชร์อะลูมิเนียม nick japan,2500,https://www.kaidee.com/product-344452450,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,21,2,เครื่องโอโซนกิฟฟารีน ฆ่าเชื้อโรค คาร์แคร์ รถ บ้าน บ่อปลา,3000,https://www.kaidee.com/product-344242038,กรุงเทพมหานคร,มีนบุรี,13.8138889,100.7480556
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,3m หน้ากากป้องกันฝุ่นละอองมาตรฐานn95 รุ่น 8210pack 10 ชิ้น,550,https://www.kaidee.com/product-344764452,กรุงเทพมหานคร,มีนบุรี,13.8138889,100.7480556
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,หน้ากาก 3m n95 รุ่น 8210 สามารถกันฝุ่นpm2.5และpm10 ได้,59,https://www.kaidee.com/product-344764312,กรุงเทพมหานคร,มีนบุรี,13.8138889,100.7480556
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,หน้ากากอนามัย 9501v ป้องกันฝุ่น pm 25 ได้ 95เปอร์เซ็น,950,https://www.kaidee.com/product-344716010,กรุงเทพมหานคร,ลาดพร้าว,13.8036111,100.6075
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,หน้ากากกรองฝุ่นละอองn95 ,115,https://www.kaidee.com/product-344714110,สระบุรี,หนองแค,14.3391667,100.8616667
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,ขายกระติกน้ำสูญญากาศสแตนเลส vacuum flask เก็บน้ำได้ทั้งร้อนและเย็นถึง 8 ชั่วโมง ความจุ 500 ml สินค้าอย่างดีคุณภาพสูงเป็นของใหม่,180,https://www.kaidee.com/product-344168776,กรุงเทพมหานคร,ธนบุรี,13.725,100.4858333
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,ไม้เท้า ไม้เท้าผู้สูงอายุ ไม้เท้าสามขา ไม้เท้าช่วยเดิน ไม้เท้าราคา ไม้เท้า 3 ขา ไม้เท้าช่วยพยุง ไม้เท้าพับได้ อุปกรณ์ช่วยเดิน ดูแลคนแก่ ไม้เ,690,https://www.kaidee.com/product-344762400,กรุงเทพมหานคร,ปทุมวัน,13.7366667,100.5233333
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,เครื่องกระตุ้นกล้ามเนื้อ เครื่องกระตุ้นไฟฟ้า เครื่องกระตุ้นกล้ามเนื้อไฟฟ้า เครื่องนวดไฟฟ้า สร้างกล้ามเนื้อ เพิ่มกล้ามเนื้อ การสร้างกล้ามเนื้,690,https://www.kaidee.com/product-344762312,กรุงเทพมหานคร,ปทุมวัน,13.7366667,100.5233333
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,เครื่องพ่นอโรมา เครื่องพ่นน้ำมันหอมระเหย เครื่องพ่นไอน้ำ อัลตร้าโซนิค aroma เครื่องพ่นหมอกไอน้ำ อโรม่า สปา ผ่อนคลาย เครื่องพ่นน้ำหอม,690,https://www.kaidee.com/product-344762067,กรุงเทพมหานคร,ปทุมวัน,13.7366667,100.5233333
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,เครื่องนวดปลาโลมา เครื่องนวดไฟฟ้าปลาโลมา เครื่องนวดหลัง นวดเฉพาะจุด เครื่องนวดคอ เครื่องนวดไฟฟ้า นวดผ่อนคลาย เครื่องนวดสลายไขมัน,890,https://www.kaidee.com/product-344761921,กรุงเทพมหานคร,ปทุมวัน,13.7366667,100.5233333
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,รถเข็นไฟฟ้า (invacare storm series torque 3 wheelchair),250000,https://www.kaidee.com/product-344713019,ระยอง,เมืองระยอง,12.6683333,101.275
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,(ใหม่)ผลิตและจำหน่ายเก้าอี้นวดฝ่าเท้า รุ่น classic,5600,https://www.kaidee.com/product-344761224,กรุงเทพมหานคร,สายไหม,13.9008718,100.6534443
อุปกรณ์เกี่ยวกับสุขภาพ,22,1,✨พร้อมส่ง 3m หน้ากากป้องกันฝุ่น,49,https://www.kaidee.com/product-344712193,ประจวบคีรีขันธ์,สามร้อยยอด,12.2705556,99.8719444
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,วีลแชร์ kawamura รุ่น kaj102sb 40 japan ,2500,https://www.kaidee.com/product-344449165,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,วีลแชร์ katayama รุ่น kw 901 japan ,2500,https://www.kaidee.com/product-344449851,เชียงใหม่,เมืองเชียงใหม่,18.7902778,98.9844444
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,กล่องใส่อาหาร super lock,300,https://www.kaidee.com/product-344445447,กรุงเทพมหานคร,จตุจักร,13.8361545,100.5633676
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,ตู้อบไอน้ำ,2000,https://www.kaidee.com/product-344445493,สมุทรปราการ,เมืองสมุทรปราการ,13.5699534,100.6421799
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,ที่นอนลมป้องกันแผลกดทับ,1000,https://www.kaidee.com/product-344439828,กรุงเทพมหานคร,มีนบุรี,13.8138889,100.7480556
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,อุปกรณ์​การผลิตกระดานนวดฝ่าเท้า,5000,https://www.kaidee.com/product-344379738,นราธิวาส,สุไหงโก-ลก,6.0333333,101.9666667
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,เครื่องนวดไฟฟ้า,900,https://www.kaidee.com/product-344432244,นครราชสีมา,เมืองนครราชสีมา,14.9711111,102.0997222
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,ประคบร้อนไฟฟ้า,500,https://www.kaidee.com/product-344432172,นครราชสีมา,เมืองนครราชสีมา,14.9711111,102.0997222
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,galvanic body,5000,https://www.kaidee.com/product-344430961,นนทบุรี,เมืองนนทบุรี,13.8622222,100.5133333
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,รถเข็นไฟฟ้า,25000,https://www.kaidee.com/product-344430886,กรุงเทพมหานคร,บางนา,13.6672222,100.6419444
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,เครื่องนวดคอบ่าไหล่,500,https://www.kaidee.com/product-344384917,ชลบุรี,เมืองชลบุรี,13.3619444,100.9791667
อุปกรณ์เกี่ยวกับสุขภาพ,22,2,ชาหญ้าหวาน ชาเพื่อสุขภาพ ธรรมชาติ มี อย.รับรอง ราคาเพียง 80 บาท เท่านั้น สนใจสอบถามได้ค่ะ,80,https://www.kaidee.com/product-344381949,สมุทรปราการ,เมืองสมุทรปราการ,13.5699534,100.6421799
อุปกรณ์เกี่ยวกับสุขภาพ,23,1,(ใหม่)ผลิตและจำหน่ายเก้าอี้นวดฝ่าเท้า หลายแบบ หลายราคา,8900,https://www.kaidee.com/product-344760939,กรุงเทพมหานคร,สายไหม,13.9008718,100.6534443
อุปกรณ์เกี่ยวกับสุขภาพ,23,1,หน้ากากกันฝุ่นขนาดจิ๋ว,299,https://www.kaidee.com/product-344711525,สมุทรสาคร,เมืองสมุทรสาคร,13.5483333,100.2733333
